ac_voltage2,dc_current2,ac_voltage1,sampleTime,tdate,dc_voltage1,dc_current4,dc_voltage4,dc_voltage3,dc_current1,key,dc_current3,ac_current1,FALSE,ac_current2,dc_voltage2
446,509,454,1380622079,01/10/2013 08:08,536,513,465,515,558,4.95734E+15,574,3,,3,439
446,514,453,1380621447,01/10/2013 07:57,522,517,467,496,558,6.14886E+15,576,2,,3,433
445,514,453,1380620814,01/10/2013 07:47,505,513,457,480,549,5.16102E+15,558,2,,4,460
446,514,453,1380620179,01/10/2013 07:36,555,529,480,518,586,6.36471E+15,631,2,,2,439
447,513,453,1380619540,01/10/2013 07:25,549,554,474,499,595,5.00984E+15,643,2,,3,435
408,514,453,1380618903,01/10/2013 07:15,524,514,467,505,573,5.65738E+15,598,2,,3,437
446,512,452,1380618270,01/10/2013 07:04,536,550,477,510,587,5.20026E+15,622,3,,3,470
415,512,436,1380603608,01/10/2013 03:00,0,521,421,0,511,5.69676E+15,511,6,,3,333
294,579,343,1380567071,30/09/2013 16:51,0,549,422,0,510,5.8488E+15,512,14,,15,391
293,548,341,1380566435,30/09/2013 16:40,0,523,422,0,511,5.72054E+15,511,13,,4,395
293,539,340,1380565801,30/09/2013 16:30,0,540,422,0,510,4.56E+15,512,11,,11,394
293,590,340,1380565161,30/09/2013 16:19,1,519,422,1,510,6.26521E+15,512,17,,9,395
276,601,339,1380564525,30/09/2013 16:09,34,541,422,40,510,6.11186E+15,512,17,,4,394
264,529,331,1380563880,30/09/2013 15:58,263,520,423,279,511,4.59464E+15,512,4,,3,396
270,572,323,1380563237,30/09/2013 15:47,357,563,422,349,510,6.52071E+15,512,18,,3,396
288,538,319,1380562605,30/09/2013 15:37,392,546,422,391,512,6.70625E+15,513,8,,14,396
293,593,340,1380561964,30/09/2013 15:26,400,514,422,411,514,6.62736E+15,515,16,,4,396
275,637,340,1380561327,30/09/2013 15:15,403,516,424,413,518,6.48525E+15,521,15,,12,396
272,538,340,1380560694,30/09/2013 15:05,405,529,424,414,521,6.45089E+15,527,9,,3,399
290,582,340,1380560061,30/09/2013 14:54,403,530,425,414,522,6.62231E+15,528,17,,3,399
293,632,341,1380559428,30/09/2013 14:44,405,532,429,481,526,5.32499E+15,538,20,,10,400
270,528,340,1380558785,30/09/2013 14:33,407,539,425,414,521,6.57293E+15,531,16,,3,400
293,535,340,1380558141,30/09/2013 14:22,407,520,434,483,523,6.05936E+15,537,6,,11,400
333,585,419,1380557508,30/09/2013 14:12,406,561,427,494,525,5.44703E+15,537,24,,9,399
334,544,420,1380556871,30/09/2013 14:01,408,534,424,415,522,4.7229E+15,532,19,,3,403
324,535,419,1380556221,30/09/2013 13:50,407,522,422,413,517,5.50943E+15,522,17,,4,402
323,616,378,1380555583,30/09/2013 13:40,406,609,414,409,514,5.88794E+15,518,23,,12,398
345,638,420,1380554289,30/09/2013 13:18,405,555,417,410,515,5.95776E+15,520,10,,14,398
333,640,419,1380553649,30/09/2013 13:07,406,626,419,398,514,4.94648E+15,517,12,,3,400
315,536,419,1380553016,30/09/2013 12:57,407,530,421,411,516,5.50146E+15,518,6,,14,400
297,539,367,1380552375,30/09/2013 12:46,407,536,421,410,515,6.00998E+15,517,7,,18,400
285,663,316,1380551739,30/09/2013 12:36,415,659,409,413,510,5.42659E+15,514,7,,18,398
306,682,373,1380551021,30/09/2013 12:24,404,541,418,409,514,4.6837E+15,519,9,,20,398
324,540,403,1380550384,30/09/2013 12:13,408,539,422,414,523,4.95187E+15,527,4,,7,402
297,542,372,1380549743,30/09/2013 12:02,408,582,423,414,526,5.70226E+15,533,11,,15,403
298,643,370,1380549105,30/09/2013 11:52,461,537,438,440,532,6.06441E+15,541,11,,6,410
301,592,374,1380548467,30/09/2013 11:41,538,533,458,589,598,6.61705E+15,586,15,,4,418
333,543,419,1380547835,30/09/2013 11:30,544,649,488,595,603,4.83186E+15,576,29,,3,436
334,656,419,1380547197,30/09/2013 11:20,520,632,442,476,544,5.26743E+15,557,23,,18,373
334,548,419,1380546560,30/09/2013 11:09,546,592,487,557,588,5.07787E+15,607,16,,33,429
335,561,419,1380545927,30/09/2013 10:59,544,573,400,547,543,5.41394E+15,559,6,,3,428
334,782,419,1380545289,30/09/2013 10:48,402,538,425,416,524,6.1433E+15,533,15,,29,398
333,630,420,1380544657,30/09/2013 10:37,484,557,443,453,533,4.93851E+15,545,16,,3,409
334,592,420,1380544021,30/09/2013 10:27,544,516,455,605,599,6.51328E+15,561,14,,3,420
329,628,401,1380543374,30/09/2013 10:16,551,521,489,592,562,5.0174E+15,559,16,,3,420
333,632,418,1380542740,30/09/2013 10:06,544,591,486,578,571,5.83038E+15,562,17,,36,402
304,622,405,1380540792,30/09/2013 09:33,528,524,461,511,544,5.77788E+15,559,17,,4,413
306,587,401,1380540160,30/09/2013 09:23,512,530,459,473,536,5.23335E+15,550,4,,49,434
315,837,407,1380539527,30/09/2013 09:12,535,552,490,569,579,6.29146E+15,575,18,,23,418
333,673,420,1380538235,30/09/2013 08:50,535,561,488,543,580,4.85099E+15,570,9,,40,381
333,818,420,1380537602,30/09/2013 08:40,544,554,491,588,573,4.65198E+15,565,11,,33,390
336,810,420,1380536970,30/09/2013 08:29,554,612,489,581,581,5.38738E+15,563,6,,32,419
337,681,425,1380536330,30/09/2013 08:19,546,523,491,584,574,5.46572E+15,577,5,,31,418
334,792,428,1380535697,30/09/2013 08:08,538,523,487,541,568,5.40817E+15,578,20,,25,419
342,818,446,1380535064,30/09/2013 07:58,512,525,489,520,575,6.74033E+15,585,13,,34,420
337,566,432,1380534432,30/09/2013 07:47,540,578,488,584,602,6.02867E+15,573,16,,4,450
316,516,419,1380533132,30/09/2013 07:25,539,513,494,591,579,5.98954E+15,559,12,,3,428
294,512,342,1380531837,30/09/2013 07:04,545,511,489,597,594,5.7909E+15,566,16,,4,450
451,512,474,1380477217,29/09/2013 15:53,344,508,445,333,511,4.90277E+15,511,2,,2,420
451,512,474,1380476577,29/09/2013 15:43,367,507,447,360,511,5.93704E+15,512,2,,2,420
451,511,474,1380475941,29/09/2013 15:32,390,510,449,387,511,6.23181E+15,514,2,,2,420
460,512,474,1380475308,29/09/2013 15:22,427,509,454,442,512,5.66886E+15,515,1,,2,421
460,513,475,1380474674,29/09/2013 15:11,428,509,457,446,515,4.54296E+15,517,2,,3,422
460,512,474,1380474042,29/09/2013 15:01,429,510,462,451,514,4.65703E+15,518,2,,3,423
460,512,474,1380473408,29/09/2013 14:50,432,510,472,462,520,4.73592E+15,524,2,,3,425
460,512,474,1380472775,29/09/2013 14:39,431,508,471,460,522,6.31015E+15,523,2,,2,425
460,513,475,1380472134,29/09/2013 14:29,432,508,470,461,521,5.1792E+15,525,2,,3,425
459,514,474,1380471494,29/09/2013 14:18,433,510,477,468,523,6.13368E+15,529,2,,2,427
460,512,475,1380470861,29/09/2013 14:08,434,508,484,476,528,6.5996E+15,534,3,,2,428
460,512,474,1380470224,29/09/2013 13:57,521,512,446,594,536,6.48662E+15,533,2,,3,466
460,514,475,1380469587,29/09/2013 13:46,572,512,496,617,544,5.43961E+15,534,2,,2,390
460,513,474,1380468940,29/09/2013 13:36,432,509,478,468,525,5.36072E+15,530,2,,3,425
460,513,474,1380468301,29/09/2013 13:25,433,508,484,475,528,4.79272E+15,535,2,,3,426
460,512,475,1380467664,29/09/2013 13:14,432,509,480,470,526,6.2526E+15,530,2,,2,426
461,511,474,1380467031,29/09/2013 13:04,432,510,475,465,521,5.56331E+15,526,1,,2,425
460,513,474,1380466399,29/09/2013 12:53,432,509,483,474,530,5.70806E+15,535,1,,3,426
460,512,475,1380465766,29/09/2013 12:43,430,510,467,456,520,6.03665E+15,525,2,,2,423
461,514,476,1380465133,29/09/2013 12:32,430,510,461,449,515,5.77263E+15,518,2,,3,423
461,511,474,1380464490,29/09/2013 12:21,432,509,477,467,524,6.41515E+15,529,2,,2,425
460,512,475,1380463850,29/09/2013 12:11,433,508,481,472,526,4.80574E+15,532,2,,3,426
461,510,475,1380463217,29/09/2013 12:00,507,508,492,577,532,5.8522E+15,538,2,,3,450
460,512,474,1380462581,29/09/2013 11:50,432,509,477,468,524,5.23593E+15,529,1,,3,424
461,511,474,1380461947,29/09/2013 11:39,430,509,469,459,521,6.21312E+15,526,1,,3,423
461,512,474,1380461314,29/09/2013 11:28,429,509,463,452,520,6.62286E+15,522,2,,2,423
461,511,474,1380460679,29/09/2013 11:18,428,510,459,449,517,4.64673E+15,519,2,,2,422
461,511,475,1380460047,29/09/2013 11:07,429,510,459,448,517,5.08722E+15,519,1,,3,423
461,513,474,1380459395,29/09/2013 10:57,429,510,456,445,515,5.18425E+15,518,2,,2,422
461,509,474,1380458754,29/09/2013 10:46,429,509,456,446,513,5.65017E+15,517,2,,3,423
461,512,474,1380458112,29/09/2013 10:35,431,508,465,454,519,6.28404E+15,522,2,,2,424
460,510,474,1380457480,29/09/2013 10:25,434,508,480,472,527,5.15814E+15,532,2,,2,427
461,513,475,1380456844,29/09/2013 10:14,544,509,450,600,546,5.07419E+15,535,2,,3,442
461,514,475,1380456211,29/09/2013 10:03,525,508,489,582,542,4.61625E+15,535,2,,3,440
461,511,474,1380455575,29/09/2013 09:53,537,512,489,604,563,5.72109E+15,535,2,,3,450
460,511,474,1380454935,29/09/2013 09:42,549,508,492,606,587,4.51124E+15,534,2,,3,440
461,514,474,1380454302,29/09/2013 09:32,560,505,462,615,589,6.05991E+15,535,2,,2,478
461,511,473,1380453670,29/09/2013 09:21,555,508,489,614,561,4.52427E+15,535,2,,3,350
461,515,474,1380453038,29/09/2013 09:10,563,510,493,616,558,5.68965E+15,534,2,,3,446
461,511,474,1380452405,29/09/2013 09:00,544,511,491,600,539,4.93401E+15,534,3,,2,443
461,512,474,1380451768,29/09/2013 08:49,432,507,471,461,521,6.63588E+15,527,2,,3,426
461,512,474,1380451135,29/09/2013 08:39,537,512,491,603,560,4.7263E+15,534,2,,2,428
461,513,474,1380450501,29/09/2013 08:28,560,507,496,616,576,6.21851E+15,536,2,,3,453
461,509,474,1380449860,29/09/2013 08:18,579,507,498,617,562,6.71577E+15,534,2,,2,450
461,514,473,1380449227,29/09/2013 08:07,563,513,491,607,544,6.72329E+15,533,3,,2,434
461,514,473,1380448594,29/09/2013 07:56,587,506,461,619,560,5.53104E+15,535,2,,3,455
455,514,473,1380447961,29/09/2013 07:46,567,509,495,613,542,5.59739E+15,535,2,,3,435
455,513,473,1380447328,29/09/2013 07:35,429,510,474,464,524,6.55589E+15,529,1,,2,422
460,513,473,1380446696,29/09/2013 07:25,427,510,460,449,517,6.66199E+15,522,1,,3,420
459,512,473,1380446063,29/09/2013 07:14,429,509,461,449,516,6.07293E+15,518,2,,3,421
461,512,473,1380445431,29/09/2013 07:04,429,510,473,463,521,5.58409E+15,528,2,,2,422
429,513,453,1380391548,28/09/2013 16:06,18,509,438,22,509,5.06894E+15,511,2,,3,418
444,513,452,1380390914,28/09/2013 15:55,87,510,439,106,510,6.46838E+15,511,2,,2,418
419,512,451,1380390281,28/09/2013 15:45,116,509,440,135,510,5.79888E+15,511,3,,2,419
418,511,449,1380389645,28/09/2013 15:34,315,509,439,318,509,5.31592E+15,512,3,,3,419
417,512,448,1380389004,28/09/2013 15:23,354,509,440,345,510,5.6422E+15,514,2,,4,419
400,511,448,1380388370,28/09/2013 15:13,389,509,441,385,511,4.94703E+15,513,3,,3,419
350,513,446,1380387735,28/09/2013 15:02,412,509,442,411,514,5.87887E+15,513,2,,3,419
352,513,446,1380387094,28/09/2013 14:52,399,508,445,395,511,4.67298E+15,513,2,,2,420
338,513,445,1380386453,28/09/2013 14:41,379,508,447,373,513,6.5162E+15,512,2,,2,420
343,511,445,1380385821,28/09/2013 14:30,427,510,456,446,516,5.60278E+15,517,2,,4,422
334,512,431,1380385175,28/09/2013 14:19,430,509,467,461,523,6.15282E+15,527,2,,3,424
333,512,420,1380384542,28/09/2013 14:09,431,509,473,466,527,5.54406E+15,533,2,,2,425
334,510,425,1380383908,28/09/2013 13:58,475,509,480,474,532,6.3544E+15,539,2,,3,430
338,514,445,1380383265,28/09/2013 13:48,532,511,481,578,554,6.10701E+15,537,2,,3,441
333,512,421,1380382632,28/09/2013 13:37,505,509,482,552,541,5.45665E+15,538,2,,2,431
333,513,420,1380381992,28/09/2013 13:26,542,511,484,607,582,4.5163E+15,536,2,,3,443
338,514,445,1380381359,28/09/2013 13:16,529,510,485,594,589,6.74171E+15,538,2,,3,443
342,514,445,1380380723,28/09/2013 13:05,522,508,472,591,586,5.03983E+15,538,2,,2,445
348,513,446,1380380082,28/09/2013 12:54,531,509,485,592,589,4.77953E+15,538,2,,3,442
356,513,446,1380379444,28/09/2013 12:44,522,507,483,593,590,6.50256E+15,540,2,,2,446
368,513,447,1380378811,28/09/2013 12:33,528,508,483,590,590,5.86557E+15,542,2,,3,457
370,514,447,1380377467,28/09/2013 12:11,552,509,489,614,594,5.61581E+15,537,2,,2,389
407,512,446,1380376834,28/09/2013 12:00,529,511,483,579,543,6.0196E+15,539,2,,2,437
374,515,447,1380376199,28/09/2013 11:50,554,509,485,613,583,5.82554E+15,541,2,,3,443
370,513,447,1380375561,28/09/2013 11:39,533,510,481,597,558,6.56926E+15,539,2,,2,458
388,511,448,1380374923,28/09/2013 11:29,491,509,486,539,547,5.32131E+15,547,2,,3,433
406,513,448,1380374287,28/09/2013 11:18,548,511,483,612,605,5.44336E+15,543,2,,3,415
417,513,447,1380373653,28/09/2013 11:07,541,509,486,592,570,6.38052E+15,543,3,,3,415
394,514,448,1380373019,28/09/2013 10:57,504,507,484,562,566,5.79145E+15,544,3,,3,423
417,512,448,1380372383,28/09/2013 10:46,521,508,466,566,566,6.40773E+15,544,2,,2,436
370,514,447,1380371746,28/09/2013 10:36,548,510,475,593,553,5.28183E+15,549,2,,2,436
368,511,447,1380371110,28/09/2013 10:25,511,508,470,495,537,4.69964E+15,543,2,,3,428
367,512,446,1380370477,28/09/2013 10:14,515,510,485,529,544,5.20174E+15,549,2,,3,384
400,509,446,1380369841,28/09/2013 10:04,525,507,453,568,571,6.52923E+15,548,3,,3,442
418,513,449,1380369191,28/09/2013 09:53,546,506,481,610,607,6.00631E+15,546,2,,2,436
417,512,449,1380368553,28/09/2013 09:42,537,510,459,584,570,6.75119E+15,550,2,,2,443
368,514,447,1380367916,28/09/2013 09:32,539,509,483,587,560,5.88426E+15,552,2,,3,396
371,512,447,1380367283,28/09/2013 09:21,507,508,475,469,539,5.40333E+15,548,2,,2,427
365,509,447,1380366641,28/09/2013 09:11,566,508,491,613,614,4.75836E+15,554,2,,3,395
344,514,445,1380366006,28/09/2013 09:00,544,507,482,543,557,5.05286E+15,563,2,,3,455
373,512,447,1380365373,28/09/2013 08:49,514,509,480,547,587,5.76469E+15,566,2,,3,444
402,514,448,1380364737,28/09/2013 08:39,528,510,447,580,597,5.25462E+15,567,2,,2,448
380,512,448,1380364103,28/09/2013 08:28,546,509,488,591,603,5.14851E+15,570,2,,2,358
364,510,446,1380363457,28/09/2013 08:17,509,510,467,471,547,5.93961E+15,558,2,,2,429
344,510,446,1380362824,28/09/2013 08:07,526,511,468,574,602,6.28778E+15,585,2,,2,444
342,511,446,1380362192,28/09/2013 07:56,535,509,486,559,599,4.63879E+15,597,2,,3,446
338,509,445,1380361558,28/09/2013 07:46,537,509,485,550,596,4.65253E+15,609,3,,2,441
334,510,431,1380360925,28/09/2013 07:35,543,508,490,537,595,5.6848E+15,620,2,,3,390
342,513,445,1380360293,28/09/2013 07:25,542,510,488,530,597,4.74544E+15,634,2,,3,448
333,509,434,1380359660,28/09/2013 07:14,550,510,481,515,593,5.46205E+15,645,2,,2,446
349,513,445,1380359024,28/09/2013 07:04,550,511,474,515,596,4.69167E+15,651,2,,2,445
399,513,446,1380344410,28/09/2013 03:00,0,544,420,0,511,6.70515E+15,511,2,,3,327
270,669,314,1380304598,27/09/2013 15:56,290,530,417,316,511,6.46972E+15,512,16,,19,393
272,586,340,1380303965,27/09/2013 15:46,377,546,419,387,510,4.53224E+15,513,17,,3,397
262,535,317,1380303324,27/09/2013 15:35,405,554,419,409,511,6.54847E+15,516,6,,7,398
288,525,326,1380302691,27/09/2013 15:25,407,539,420,409,515,5.42257E+15,516,12,,4,400
293,548,340,1380302057,27/09/2013 15:14,407,639,409,408,515,6.73126E+15,522,15,,3,401
293,540,340,1380301424,27/09/2013 15:04,408,541,421,411,519,5.71146E+15,527,14,,3,401
287,597,325,1380300782,27/09/2013 14:53,440,530,421,413,520,5.89728E+15,529,10,,6,399
288,653,317,1380300140,27/09/2013 14:42,409,533,422,439,522,5.95831E+15,534,8,,15,399
288,537,324,1380299507,27/09/2013 14:32,410,543,394,473,523,5.60536E+15,536,8,,5,404
293,670,340,1380298866,27/09/2013 14:21,410,632,403,493,527,4.59893E+15,539,19,,18,403
288,673,317,1380298234,27/09/2013 14:10,410,581,424,479,525,6.16831E+15,538,21,,17,401
282,536,336,1380297601,27/09/2013 14:00,410,544,428,474,525,5.04241E+15,535,8,,3,404
264,627,334,1380296968,27/09/2013 13:49,407,580,422,475,524,4.83241E+15,536,28,,12,403
268,606,314,1380296336,27/09/2013 13:39,409,621,424,459,523,6.08997E+15,536,12,,4,404
264,543,315,1380295696,27/09/2013 13:28,412,541,408,455,524,6.21367E+15,535,8,,4,405
262,539,323,1380295043,27/09/2013 13:18,413,533,426,440,523,5.51372E+15,533,15,,3,406
288,643,316,1380294406,27/09/2013 13:07,414,588,390,485,528,6.07667E+15,543,14,,4,404
262,547,317,1380293773,27/09/2013 12:56,486,570,436,499,532,6.26699E+15,550,15,,18,410
262,664,320,1380293140,27/09/2013 12:46,494,548,449,499,534,4.79327E+15,555,11,,16,413
288,536,335,1380292508,27/09/2013 12:35,524,521,485,507,546,6.37145E+15,575,11,,4,423
288,661,334,1380291875,27/09/2013 12:24,543,531,487,604,558,5.24555E+15,571,17,,20,428
264,547,314,1380291241,27/09/2013 12:14,532,530,480,517,551,5.14109E+15,583,3,,25,419
272,710,314,1380290608,27/09/2013 12:03,529,533,449,517,548,4.93741E+15,579,10,,3,422
264,578,316,1380289975,27/09/2013 11:53,501,572,444,514,539,4.77138E+15,560,20,,26,418
262,543,314,1380289342,27/09/2013 11:42,506,661,434,481,539,6.11653E+15,564,16,,3,416
268,568,314,1380288709,27/09/2013 11:32,538,611,485,574,601,6.35815E+15,596,24,,3,427
262,549,335,1380288066,27/09/2013 11:21,514,530,485,575,596,5.90677E+15,591,5,,22,423
293,553,348,1380287433,27/09/2013 11:10,536,532,480,586,603,4.99063E+15,637,12,,3,444
287,558,341,1380286792,27/09/2013 11:00,540,706,427,504,559,6.42367E+15,577,31,,4,428
277,593,341,1380286160,27/09/2013 10:49,574,575,452,539,562,6.60097E+15,614,34,,3,333
293,565,360,1380285529,27/09/2013 10:39,554,725,421,517,552,5.27211E+15,589,28,,9,422
314,633,419,1380284889,27/09/2013 10:28,560,696,427,528,549,5.23225E+15,578,21,,10,439
310,629,420,1380284249,27/09/2013 10:17,535,731,428,503,539,5.07474E+15,562,10,,20,422
333,540,419,1380283615,27/09/2013 10:07,513,547,432,495,533,5.08777E+15,552,9,,3,422
333,628,420,1380282978,27/09/2013 09:56,519,538,456,489,542,5.8085E+15,570,13,,19,424
333,624,420,1380282339,27/09/2013 09:46,514,531,485,526,572,5.65072E+15,610,13,,19,430
342,623,446,1380281698,27/09/2013 09:35,493,546,457,467,547,4.91212E+15,581,5,,14,423
342,545,445,1380281064,27/09/2013 09:24,555,529,486,612,608,6.34478E+15,630,15,,4,440
417,546,449,1380280427,27/09/2013 09:14,419,544,436,427,530,6.41065E+15,545,16,,4,413
419,559,452,1380279791,27/09/2013 09:03,501,538,485,522,587,5.28475E+15,622,16,,19,436
422,560,452,1380279157,27/09/2013 08:52,502,513,487,550,555,5.21888E+15,553,5,,28,424
446,704,465,1380278520,27/09/2013 08:42,513,517,486,582,553,5.67683E+15,554,16,,25,427
448,613,477,1380277888,27/09/2013 08:31,531,512,491,606,605,5.88684E+15,546,14,,4,355
449,550,476,1380277245,27/09/2013 08:21,526,524,489,596,603,5.83506E+15,544,14,,3,402
449,514,476,1380276611,27/09/2013 08:10,526,507,492,597,603,5.8477E+15,544,2,,3,354
449,514,476,1380275978,27/09/2013 07:59,523,506,460,597,594,5.7952E+15,542,2,,3,376
449,513,476,1380275345,27/09/2013 07:49,518,512,484,594,594,5.9002E+15,543,3,,2,397
449,512,476,1380274712,27/09/2013 07:38,523,512,492,588,587,5.71727E+15,542,2,,3,444
449,513,476,1380274074,27/09/2013 07:28,529,509,492,595,599,5.82173E+15,543,1,,2,446
449,513,476,1380273442,27/09/2013 07:17,528,506,486,597,596,5.66395E+15,543,2,,2,446
450,510,476,1380272808,27/09/2013 07:07,532,513,488,601,593,5.76977E+15,545,2,,2,444
449,508,476,1380271539,27/09/2013 06:46,537,508,491,601,588,5.87698E+15,547,2,,2,445
293,543,341,1380218184,26/09/2013 15:56,238,527,428,277,510,5.70059E+15,513,7,,11,404
293,637,340,1380217547,26/09/2013 15:46,367,517,427,371,511,6.61538E+15,512,16,,15,401
264,605,316,1380216914,26/09/2013 15:35,404,542,426,426,512,5.25941E+15,513,17,,7,402
273,634,340,1380216281,26/09/2013 15:25,414,527,427,439,510,5.11297E+15,513,17,,14,403
282,620,316,1380215647,26/09/2013 15:14,400,527,428,420,511,5.48948E+15,513,13,,14,403
288,560,316,1380215011,26/09/2013 15:03,392,509,429,410,511,6.57965E+15,513,8,,9,404
288,534,323,1380214375,26/09/2013 14:53,375,514,428,385,510,5.69475E+15,511,15,,4,406
264,535,319,1380213742,26/09/2013 14:42,370,510,430,376,510,6.45458E+15,513,3,,10,406
270,532,314,1380213108,26/09/2013 14:32,369,566,430,376,510,6.05243E+15,513,12,,3,406
270,536,316,1380212420,26/09/2013 14:20,376,517,431,387,510,6.70932E+15,514,4,,7,407
293,538,341,1380211787,26/09/2013 14:10,406,554,431,426,511,6.40483E+15,513,12,,3,407
293,642,341,1380211149,26/09/2013 13:59,413,597,437,428,514,6.14637E+15,516,5,,7,404
293,655,342,1380210513,26/09/2013 13:48,411,507,457,448,515,5.82236E+15,523,14,,20,408
293,666,341,1380209879,26/09/2013 13:38,506,520,483,571,539,5.67592E+15,547,13,,22,346
293,701,349,1380209243,26/09/2013 13:27,518,508,488,585,555,5.32868E+15,548,10,,25,421
294,540,350,1380208609,26/09/2013 13:17,546,525,486,600,581,5.4532E+15,547,8,,6,433
297,651,374,1380207968,26/09/2013 13:06,536,510,487,608,586,5.84188E+15,545,14,,4,445
294,545,352,1380207335,26/09/2013 12:55,537,526,451,609,584,6.18623E+15,544,17,,3,344
297,624,373,1380206702,26/09/2013 12:45,545,501,484,606,573,5.89163E+15,545,15,,13,425
301,600,388,1380206067,26/09/2013 12:34,550,502,491,611,589,6.68355E+15,545,16,,4,423
307,649,419,1380205425,26/09/2013 12:24,544,524,492,613,582,4.8908E+15,544,13,,21,438
333,542,419,1380204789,26/09/2013 12:13,564,516,455,615,584,6.52605E+15,547,6,,6,339
321,563,419,1380204156,26/09/2013 12:02,569,521,489,613,572,5.40015E+15,546,15,,4,425
297,544,370,1380203522,26/09/2013 11:52,561,516,491,613,564,5.79975E+15,549,13,,4,430
310,532,420,1380202885,26/09/2013 11:41,557,500,486,607,551,4.76573E+15,548,4,,5,437
306,538,420,1380202253,26/09/2013 11:31,545,523,484,595,546,5.47986E+15,549,13,,5,429
315,522,420,1380201620,26/09/2013 11:20,532,511,485,591,553,6.67043E+15,547,8,,3,422
338,523,445,1380200988,26/09/2013 11:10,544,503,486,612,607,5.54453E+15,546,6,,6,351
342,548,446,1380200352,26/09/2013 10:59,553,503,486,614,586,6.7151E+15,549,7,,3,449
333,519,420,1380199719,26/09/2013 10:49,552,501,490,614,564,4.55002E+15,549,19,,4,439
333,542,423,1380199086,26/09/2013 10:38,527,527,489,598,551,5.57037E+15,552,17,,4,434
333,570,420,1380198454,26/09/2013 10:27,466,506,480,475,535,6.29762E+15,550,8,,4,421
318,538,419,1380197731,26/09/2013 10:15,548,539,488,582,573,6.29817E+15,563,15,,4,432
326,587,419,1380197091,26/09/2013 10:05,515,520,487,527,556,4.71598E+15,570,13,,3,429
307,570,420,1380196459,26/09/2013 09:54,541,577,487,578,600,6.13332E+15,561,10,,11,440
339,532,445,1380195823,26/09/2013 09:44,511,518,487,511,563,5.30195E+15,572,12,,6,354
334,557,426,1380195190,26/09/2013 09:33,545,554,490,600,605,6.24457E+15,566,16,,4,444
338,593,446,1380194555,26/09/2013 09:22,533,524,468,546,563,5.00742E+15,568,16,,13,431
353,539,446,1380193918,26/09/2013 09:12,521,551,489,554,574,6.04281E+15,568,5,,17,431
405,534,448,1380193284,26/09/2013 09:01,525,520,490,577,595,6.15215E+15,573,11,,4,361
370,537,448,1380192651,26/09/2013 08:51,550,539,483,580,573,6.51636E+15,576,7,,16,365
400,543,448,1380192015,26/09/2013 08:40,559,535,486,609,575,6.32429E+15,562,6,,19,431
418,535,451,1380191379,26/09/2013 08:30,541,513,488,591,568,4.64506E+15,573,5,,8,430
419,654,452,1380190736,26/09/2013 08:19,518,512,488,550,555,4.739E+15,566,15,,19,422
445,564,461,1380190098,26/09/2013 08:08,514,513,490,575,582,5.41966E+15,567,16,,4,435
445,511,453,1380189464,26/09/2013 07:58,521,516,491,581,590,6.47465E+15,569,2,,2,447
445,513,463,1380188830,26/09/2013 07:47,529,515,487,593,590,5.11867E+15,569,2,,3,441
446,510,466,1380188196,26/09/2013 07:36,527,522,492,591,597,6.10748E+15,575,3,,2,446
447,513,468,1380187563,26/09/2013 07:26,545,509,492,597,599,5.68162E+15,580,2,,2,442
447,512,469,1380186930,26/09/2013 07:15,539,519,488,602,590,5.39046E+15,588,2,,3,443
447,515,475,1380186296,26/09/2013 07:05,552,512,494,600,595,6.38895E+15,598,2,,2,443
306,539,419,1380131748,25/09/2013 15:56,185,536,430,222,509,6.20884E+15,510,7,,3,389
297,694,369,1380131113,25/09/2013 15:45,342,510,431,334,511,6.59532E+15,511,13,,20,385
297,546,374,1380130478,25/09/2013 15:34,348,514,430,343,511,6.40737E+15,511,4,,15,391
297,651,374,1380129844,25/09/2013 15:24,353,515,431,350,510,6.52969E+15,513,16,,4,392
297,693,373,1380129203,25/09/2013 15:13,355,572,430,354,510,6.67613E+15,511,13,,13,389
294,551,349,1380128567,25/09/2013 15:03,363,529,432,366,509,5.8901E+15,513,4,,29,397
298,752,369,1380127931,25/09/2013 14:52,361,568,432,363,510,6.19571E+15,513,13,,27,397
298,678,372,1380127296,25/09/2013 14:41,363,562,434,366,509,5.55023E+15,513,14,,7,400
315,551,419,1380126659,25/09/2013 14:31,408,524,436,425,512,4.85671E+15,515,5,,29,402
310,567,419,1380126015,25/09/2013 14:20,410,532,446,434,517,5.08294E+15,528,8,,3,404
297,516,393,1380125352,25/09/2013 14:10,495,523,462,506,533,4.81459E+15,550,7,,2,417
270,523,341,1380124718,25/09/2013 13:59,417,517,451,483,527,5.33397E+15,540,4,,2,410
293,516,341,1380124085,25/09/2013 13:48,418,540,451,433,522,6.11318E+15,534,14,,3,411
293,549,341,1380123446,25/09/2013 13:37,419,535,458,488,529,5.06981E+15,544,20,,5,414
293,565,341,1380122812,25/09/2013 13:27,520,566,474,511,526,5.21564E+15,561,15,,7,421
293,526,350,1380122179,25/09/2013 13:16,546,566,486,580,553,5.83837E+15,571,16,,3,427
309,532,418,1380121541,25/09/2013 13:06,541,567,453,549,546,5.96674E+15,576,4,,6,429
297,593,379,1380120907,25/09/2013 12:55,537,526,489,550,549,6.64947E+15,579,5,,11,395
297,594,372,1380120273,25/09/2013 12:44,523,551,489,556,552,6.22196E+15,576,20,,10,427
