text,tdate,key
"Wed Sep 18 06:04:10 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 4s).",2013-09-18 04:04:16,4914954415112192
"Wed Sep 18 10:49:26 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (54 bytes - 4s).",2013-09-18 08:49:32,4916053926739968
"Thu Sep 26 10:40:39 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-09-26 08:40:46,4916912920199168
"Thu Oct  3 15:59:12 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 8s).",2013-10-03 13:59:18,4917411136405504
"Tue Oct  1 12:15:33 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 5s).",2013-10-01 10:15:39,4918785525940224
"Wed Sep 25 11:54:59 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-77dbm). Successful (55 bytes - 6s).",2013-09-25 09:55:05,4919592979791872
"Wed Sep 18 14:00:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (56 bytes - 5s).",2013-09-18 12:00:16,4920177095344128
"Sat Sep 28 13:29:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 10s).",2013-09-28 11:29:17,4920262994690048
"Mon Sep 16 06:46:49 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-79dbm). Successful (54 bytes - 5s).",2013-09-16 04:46:56,4920726851158016
"Sun Oct  6 10:08:03 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-10-06 08:08:09,4922041111150592
"Sun Sep 15 07:28:48 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 4s).",2013-09-15 05:28:53,4924162824994816
"Fri Sep 13 09:46:04 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-103dbm). Successful (55 bytes - 5s).",2013-09-13 07:46:09,4924712580808704
"Mon Sep 16 08:46:03 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-77dbm). Successful (54 bytes - 5s).",2013-09-16 06:46:10,4926361848250368
"Thu Sep 26 14:45:26 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 5s).",2013-09-26 12:45:32,4926533646942208
"Sun Sep 29 18:47:24 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-29 16:47:30,4928200094253056
"Thu Sep 19 05:42:58 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-19 03:43:03,4928354713075712
"Sat Oct  5 14:56:52 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 5s).",2013-10-05 12:56:54,4929187936731136
"Sun Sep 22 15:57:50 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (56 bytes - 5s).",2013-09-22 13:57:54,4929454224703488
"Fri Sep 20 10:17:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 5s).",2013-09-20 08:17:50,4932340442726400
"Mon Sep 30 14:46:43 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 9s).",2013-09-30 12:46:51,4933457134223360
"Wed Sep 18 15:24:45 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 5s).",2013-09-18 13:24:51,4933920990691328
"Sat Sep 14 11:10:45 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (55 bytes - 4s).",2013-09-14 09:10:50,4934195868598272
"Tue Sep 17 08:31:36 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 3s).",2013-09-17 06:31:40,4936875928190976
"Wed Oct  2 13:29:03 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 6s).",2013-10-02 11:29:08,4940569600065536
"Mon Sep 23 10:39:42 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 8s).",2013-09-23 08:39:49,4940861657841664
"Fri Sep 13 10:51:16 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Unsuccessful.",2013-09-13 08:51:23,4942579644760064
"Sun Sep 22 18:57:24 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-103dbm). Unsuccessful.",2013-09-22 16:57:29,4947321288654848
"Thu Oct  3 17:35:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-10-03 15:35:20,4947922584076288
"Sun Sep 22 05:11:30 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (50 bytes - 5s).",2013-09-22 03:11:36,4949382872956928
"Fri Sep 27 13:53:19 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 4s).",2013-09-27 11:53:25,4950774442360832
"Sun Sep 15 06:46:38 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 4s).",2013-09-15 04:46:43,4951238298828800
"Tue Sep 10 09:41:12 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (51 bytes - 11s).",2013-09-10 07:41:17,4951925493596160
"Thu Oct  3 05:32:36 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-10-03 03:32:41,4953695020122112
"Sun Sep 29 16:29:21 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 8s).",2013-09-29 14:29:32,4954450934366208
"Thu Sep 26 14:55:59 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-09-26 12:56:04,4955327107694592
"Sun Sep 15 08:53:13 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 4s).",2013-09-15 06:53:18,4955361467432960
"Thu Sep 12 06:06:10 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 4s).",2013-09-12 04:06:15,4955911223246848
"Thu Sep 19 14:44:42 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (56 bytes - 8s).",2013-09-19 12:44:55,4958591282839552
"Wed Sep 11 13:26:30 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-79dbm). Successful (54 bytes - 17s).",2013-09-11 11:26:38,4959347197083648
"Wed Sep 25 08:02:12 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-09-25 06:02:17,4961168263217152
"Wed Sep 18 14:10:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 5s).",2013-09-18 12:10:49,4961546220339200
"Mon Sep 23 07:50:16 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-09-23 05:50:22,4963539085164544
"Fri Sep 27 15:28:46 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 11s).",2013-09-27 13:28:52,4964071661109248
"Thu Sep 19 14:11:59 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-09-19 12:12:02,4964913474699264
"Fri Oct  4 14:23:43 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 8s).",2013-10-04 12:23:58,4966064525934592
"Fri Sep 27 07:09:20 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-27 05:09:25,4967335836254208
"Mon Sep 23 06:04:23 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Unsuccessful.",2013-09-23 04:04:28,4967524814815232
"Sun Sep 29 06:35:54 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-29 04:36:00,4968091750498304
"Fri Sep 13 11:01:51 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (55 bytes - 6s).",2013-09-13 09:01:57,4968280729059328
"Thu Sep 12 05:39:59 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (53 bytes - 5s).",2013-09-12 03:40:05,4972953653477376
"Sat Sep 28 13:07:57 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 5s).",2013-09-28 11:08:03,4973142632038400
"Thu Sep 19 11:01:01 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (54 bytes - 5s).",2013-09-19 09:01:05,4974396762488832
"Mon Sep  9 17:31:23 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (50 bytes - 4s).",2013-09-09 15:31:28,4978038894755840
"Fri Sep 13 09:56:37 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (54 bytes - 6s).",2013-09-13 07:56:43,4980856393302016
"Sat Sep 28 15:16:23 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-09-28 13:16:26,4981114091339776
"Thu Sep 26 09:26:27 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 5s).",2013-09-26 07:26:33,4981577947807744
"Sat Oct  5 13:31:32 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 8s).",2013-10-05 11:31:37,4982308092248064
"Sun Sep 22 16:40:21 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-22 14:40:28,4983467733417984
"Tue Oct  1 11:33:18 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-10-01 09:33:24,4984000309362688
"Fri Sep 20 17:44:09 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-20 15:44:14,4984842122952704
"Wed Sep 18 18:46:46 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (51 bytes - 5s).",2013-09-18 16:46:52,4985872915103744
"Mon Sep 30 16:12:12 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 4s).",2013-09-30 14:12:16,4985958814449664
"Thu Sep 12 06:46:03 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 5s).",2013-09-12 04:46:08,4986010354057216
"Tue Sep 17 16:07:35 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-09-17 14:07:41,4986422670917632
"Wed Sep 25 14:34:20 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 5s).",2013-09-25 12:34:30,4987281664376832
"Thu Oct  3 07:50:15 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-10-03 05:50:20,4987779880583168
"Sun Oct  6 12:25:41 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 8s).",2013-10-06 10:25:47,4988973881491456
"Sat Sep 14 05:53:52 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (54 bytes - 4s).",2013-09-14 03:53:56,4989996083707904
"Thu Sep 26 07:29:30 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-09-26 05:29:36,4994703367864320
"Thu Sep 12 10:02:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 5s).",2013-09-12 08:02:47,4995081324986368
"Thu Sep 26 18:07:25 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-26 16:07:35,4997452146933760
"Tue Sep 24 09:57:32 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 4s).",2013-09-24 07:57:37,4999822968881152
"Sun Sep 29 06:14:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-29 04:14:50,5000355544825856
"Thu Oct  3 09:36:07 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-10-03 07:36:12,5001248898023424
"Thu Sep 19 12:36:34 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 5s).",2013-09-19 10:36:37,5001609675276288
"Sun Oct  6 09:57:22 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 9s).",2013-10-06 07:57:36,5002442898931712
"Sun Sep 22 05:00:57 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (51 bytes - 6s).",2013-09-22 03:01:03,5002709186904064
"Tue Sep 17 17:53:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (56 bytes - 5s).",2013-09-17 15:53:50,5003190223241216
"Fri Sep 27 11:35:21 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 5s).",2013-09-27 09:35:35,5003276122587136
"Thu Sep 12 11:22:25 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 5s).",2013-09-12 09:22:34,5003465101148160
"Sun Sep 15 14:53:16 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 4s).",2013-09-15 12:53:21,5004564612775936
"Wed Oct  2 09:46:49 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 4s).",2013-10-02 07:46:55,5007021334069248
"Sun Sep 29 15:04:15 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 4s).",2013-09-29 13:04:20,5007777248313344
"Mon Sep  9 18:56:51 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (47 bytes - 5s).",2013-09-09 16:56:57,5008138025566208
"Sat Oct  5 13:42:08 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 8s).",2013-10-05 11:42:15,5008971249221632
"Thu Sep 12 16:45:26 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (56 bytes - 6s).",2013-09-12 14:45:32,5009237537193984
"Sun Sep 22 15:26:04 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 11s).",2013-09-22 13:26:09,5010130890391552
"Wed Sep 11 14:22:22 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-77dbm). Successful (55 bytes - 6s).",2013-09-11 12:22:29,5011848877309952
"Sun Sep 15 18:46:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (50 bytes - 5s).",2013-09-15 16:46:18,5012398633123840
"Sun Sep 15 13:39:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (55 bytes - 8s).",2013-09-15 11:39:16,5012948388937728
"Wed Sep 25 11:02:05 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-25 09:02:11,5013120187629568
"Tue Sep 24 06:36:26 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Unsuccessful.",2013-09-24 04:36:31,5014632016117760
"Fri Sep 27 14:03:52 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-09-27 12:03:58,5016298463428608
"Sat Sep 21 09:15:01 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 5s).",2013-09-21 07:15:07,5018652105506816
"Wed Oct  2 05:00:46 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Unsuccessful.",2013-10-02 03:00:52,5020284193079296
"Thu Sep 26 13:10:11 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-26 11:10:17,5020473171640320
"Sat Sep 14 17:12:00 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (56 bytes - 5s).",2013-09-14 15:12:06,5020507531378688
"Sun Sep 29 08:43:07 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Unsuccessful.",2013-09-29 06:43:12,5021143186538496
"Mon Sep  9 15:11:58 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (46 bytes - 4s).",2013-09-09 13:12:04,5021194726146048
"Thu Sep 12 13:47:47 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 5s).",2013-09-12 11:47:53,5022294237773824
"Tue Oct  1 09:47:17 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-10-01 07:47:22,5022964252672000
"Fri Sep 20 15:46:57 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 4s).",2013-09-20 13:47:10,5023702987046912
"Thu Sep 26 06:04:46 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-09-26 04:04:52,5026245607686144
"Fri Sep 13 07:18:08 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (55 bytes - 5s).",2013-09-13 05:18:14,5026279967424512
"Sat Sep 28 15:27:01 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 10s).",2013-09-28 13:27:05,5026915622584320
"Thu Oct  3 08:00:51 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-10-03 06:00:56,5027705896566784
"Thu Sep 19 05:53:30 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 4s).",2013-09-19 03:53:35,5027860515389440
"Sun Oct  6 11:43:19 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 5s).",2013-10-06 09:43:25,5028693739044864
"Fri Sep 20 15:04:39 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 4s).",2013-09-20 13:04:45,5028960027017216
"Sat Sep 28 18:16:48 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-28 16:16:54,5034440405286912
"Sun Sep 22 14:33:02 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 9s).",2013-09-22 12:33:06,5036794047365120
"Fri Sep 20 09:24:59 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-09-20 07:25:04,5037343803179008
"Tue Sep 24 10:18:38 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-09-24 08:18:43,5037893558992896
"Fri Sep 13 06:04:15 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (55 bytes - 5s).",2013-09-13 04:04:21,5039199229050880
"Thu Oct  3 05:22:01 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Unsuccessful.",2013-10-03 03:22:06,5041106194530304
"Fri Sep 20 15:57:37 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (54 bytes - 5s).",2013-09-20 13:57:44,5044765506666496
"Fri Oct  4 15:16:47 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-10-04 13:16:52,5045023204704256
"Sat Sep 14 18:26:16 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (51 bytes - 4s).",2013-09-14 16:26:23,5047033249398784
"Wed Sep 11 16:47:18 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-107dbm). Successful (55 bytes - 16s).",2013-09-11 14:47:27,5048407638933504
"Thu Oct  3 11:44:13 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 4s).",2013-10-03 09:44:17,5049215092785152
"Sun Sep 15 11:42:51 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 4s).",2013-09-15 09:42:56,5051225137479680
"Mon Sep 30 06:57:14 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-30 04:57:18,5051482835517440
"Thu Sep 19 08:42:34 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Unsuccessful.",2013-09-19 06:42:39,5054111355502592
"Wed Sep 11 13:12:48 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (52 bytes - 5s).",2013-09-11 11:13:01,5056928854048768
"Mon Sep 16 08:11:18 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-79dbm). Successful (54 bytes - 5s).",2013-09-16 06:11:35,5057478609862656
"Wed Oct  2 13:07:56 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-10-02 11:08:01,5059523014295552
"Thu Sep 26 12:27:57 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 4s).",2013-09-26 10:28:03,5060330468147200
"Sun Sep 15 14:42:44 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-09-15 12:42:48,5060364827885568
"Sun Sep 29 06:57:06 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-29 04:57:11,5061000483045376
"Thu Sep 12 12:28:54 2013
 (Rwanda).successful (1s) - GSM (2G). Registered on Home Network (-71dbm). Successful (55 bytes - 6s).",2013-09-12 10:29:01,5061739217420288
"Sat Oct  5 11:44:33 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (54 bytes - 5s).",2013-10-05 09:44:37,5061885246308352
"Sat Sep 28 06:04:05 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-28 04:04:09,5062340512841728
"Fri Oct  4 14:13:06 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 6s).",2013-10-04 12:13:11,5063440024469504
"Sun Sep 15 18:35:39 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (51 bytes - 8s).",2013-09-15 16:35:45,5064900313350144
"Thu Sep 26 05:43:34 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-26 03:43:40,5067271135297536
"Sun Sep 22 17:12:29 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-09-22 15:12:39,5069641957244928
"Sat Sep 21 05:11:36 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (50 bytes - 4s).",2013-09-21 03:11:42,5070191713058816
"Wed Oct  2 15:57:39 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 5s).",2013-10-02 13:57:48,5072717153828864
"Tue Sep 10 09:16:51 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (46 bytes - 5s).",2013-09-10 07:16:57,5073833845325824
"Tue Sep 17 14:00:18 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (56 bytes - 6s).",2013-09-17 12:00:24,5074658479046656
"Fri Sep 13 07:28:41 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (55 bytes - 5s).",2013-09-13 05:28:47,5074933356953600
"Fri Sep 27 07:41:07 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-27 05:41:12,5076324926357504
"Mon Sep 23 14:22:22 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Successful (55 bytes - 6s).",2013-09-23 12:22:29,5076754423087104
"Sat Sep 28 18:06:12 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (52 bytes - 5s).",2013-09-28 16:06:19,5079245504118784
"Tue Oct  1 07:18:09 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-10-01 05:18:15,5081307088420864
"Sun Sep 22 07:29:08 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-75dbm). Unsuccessful.",2013-09-22 05:29:15,5081599146196992
"Sat Sep 14 09:24:47 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Successful (55 bytes - 4s).",2013-09-14 07:24:51,5082767377301504
"Mon Sep 16 13:23:53 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-67dbm). Successful (54 bytes - 5s).",2013-09-16 11:23:59,5083866888929280
"Mon Sep 23 12:36:15 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-73dbm). Successful (55 bytes - 5s).",2013-09-23 10:36:21,5089570605498368
"Thu Sep 12 17:48:47 2013
 (Rwanda).successful (4s) - UMTS (3G). Registered on Home Network (-105dbm). Successful (56 bytes - 5s).",2013-09-12 15:48:53,5090876275556352
"Sat Oct  5 09:36:43 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-10-05 07:36:49,5091022304444416
"Sun Sep 29 09:46:25 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-09-29 07:46:31,5092611442343936
"Tue Oct  1 09:57:50 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-10-01 07:57:55,5094432508477440
"Sat Sep 28 06:57:01 2013
 (Rwanda).successful (2s) - GSM (2G). Registered on Home Network (-69dbm). Unsuccessful.",2013-09-28 04:57:05,5095188422721536
"Wed Sep 25 13:19:32 2013
 (Rwanda).successful (3s) - GSM (2G). Registered on Home Network (-71dbm). Successful (54 bytes - 5s).",2013-09-25 11:19:36,5096064596049920
